313-23: JP15 (Sample 'A')
  725    5    1    0   2     <-- KG    KA    IPNT  IACT  KQT  (5I5)
0.005  9.0  0.03  0.001       <-- ACVX  FCHN  FCVX  FS         (free format)
0.0   0   0  65973007.1  1.0  <-- AK1   NORML ILOG  TIME  ACNM (free fmt: R,I,I,R,R)
TI46P    6.630E-12 0.050                       IWX
MN552    1.120E-13 0.050            MN2N 00.00 IWX
 2.895480e-05 2.870565e-05 2.793759e-05 2.751926e-05 2.838534e-05 2.999876e-05
 2.810698e-05 2.877493e-05 2.857589e-05 2.785077e-05 2.849815e-05 2.853379e-05
 2.779421e-05 2.740051e-05 2.792425e-05 2.778334e-05 2.840589e-05 2.858800e-05
 2.805550e-05 2.835756e-05 2.818063e-05 2.787661e-05 2.829640e-05 2.820194e-05
 2.744639e-05 2.659907e-05 2.830023e-05 2.820795e-05 2.858772e-05 2.761422e-05
 2.865968e-05 2.768378e-05 2.800964e-05 2.833682e-05 2.785209e-05 2.770645e-05
 2.685570e-05 2.801470e-05 2.786102e-05 2.834860e-05 2.811771e-05 2.825188e-05
 2.867948e-05 2.714783e-05 2.689349e-05 2.749070e-05 2.671300e-05 2.703506e-05
 2.686935e-05 2.573197e-05 2.691847e-05 2.653303e-05 2.798627e-05 2.790442e-05
 2.792211e-05 2.824745e-05 2.697879e-05 2.804163e-05 2.797200e-05 2.862040e-05
 2.772003e-05 2.780044e-05 2.720052e-05 2.614860e-05 2.617124e-05 2.691231e-05
 2.740377e-05 2.835579e-05 2.873590e-05 2.809532e-05 2.772312e-05 2.769725e-05
 2.559723e-05 2.755294e-05 2.640377e-05 2.724266e-05 2.743795e-05 2.793708e-05
 2.731673e-05 2.860010e-05 2.857890e-05 2.733736e-05 2.628419e-05 2.755736e-05
 2.659892e-05 2.697818e-05 2.755833e-05 2.722673e-05 2.833923e-05 2.785741e-05
 2.702502e-05 2.751759e-05 2.858404e-05 2.741299e-05 2.758924e-05 2.697796e-05
 2.810052e-05 2.774736e-05 2.711452e-05 2.704040e-05 2.626650e-05 2.780566e-05
 2.817864e-05 2.771266e-05 2.692830e-05 2.646968e-05 2.708474e-05 2.803237e-05
 2.700150e-05 2.879491e-05 2.787448e-05 2.887190e-05 2.911653e-05 2.761524e-05
 2.717969e-05 2.725663e-05 2.604023e-05 2.669872e-05 2.695623e-05 2.664502e-05
 2.445713e-05 2.622379e-05 2.759760e-05 2.939123e-05 2.972027e-05 3.482488e-05
 2.914338e-05 2.695034e-05 3.134566e-05 2.922018e-05 3.040959e-05 2.700450e-05
 2.863195e-05 3.040092e-05 2.927489e-05 2.807620e-05 2.931720e-05 3.019044e-05
 2.846244e-05 3.281332e-05 3.135191e-05 2.902444e-05 3.214049e-05 3.198469e-05
 3.090727e-05 3.915690e-05 3.413700e-05 3.418940e-05 3.234894e-05 3.546690e-05
 4.340580e-05 4.468162e-05 4.932968e-05 3.338772e-05 3.026120e-05 4.808938e-05
 5.342658e-05 5.258157e-05 6.263306e-05 6.800860e-05 7.563714e-05 6.321273e-05
 5.401528e-05 6.441475e-05 7.851783e-05 8.483342e-05 8.333812e-05 8.805667e-05
 9.601387e-05 9.660133e-05 1.137623e-04 1.046107e-04 9.633698e-05 8.793750e-05
 9.092484e-05 9.593530e-05 9.068453e-05 9.913237e-05 1.021832e-04 1.099482e-04
 1.015448e-04 1.030317e-04 1.096878e-04 1.110361e-04 1.161990e-04 1.125002e-04
 1.230681e-04 9.859923e-05 7.172068e-05 4.338658e-05 2.993645e-05 1.124127e-05
 3.661274e-06 9.716941e-07 2.079017e-07 9.427355e-08 5.333781e-08 1.850182e-08
 3.434674e-09
212  103  137  28  15  10  30  50  100  40
